Tn,k,time,Ia,Ib,Ic,Vbc,Torque,Speed,Category
26.71,0.0009484,0,0,0,0,0,0,16.4493406684823,phase_fault_A
26.71,0.0009484,0.0005,0,0,0,0,-0.00941222902604353,16.3314075831911,phase_fault_A
26.71,0.0009484,0.001,0,0,0,0,0.21805665028403,16.2155070634773,phase_fault_A
26.71,0.0009484,0.0015,0,0,0,0,-0.049209864520449,16.1014981089822,phase_fault_A
26.71,0.0009484,0.002,0,0,0,0,-0.0716714445679577,15.9883851612733,phase_fault_A
26.71,0.0009484,0.0025,0,0,0,0,-0.276695044216323,15.8766885768511,phase_fault_A
26.71,0.0009484,0.003,0,0,0,0,-2.1215237553972,15.7624199055186,phase_fault_A
26.71,0.0009484,0.0035,0,0,0,0,-1.47522993892989,15.6473964400887,phase_fault_A
26.71,0.0009484,0.004,0,0,0,0,-5.51332722581459,15.5253766949419,phase_fault_A
26.71,0.0009484,0.0045,0,0,0,0,-5.10587721617729,15.3997398266684,phase_fault_A
26.71,0.0009484,0.005,0,0,0,0,-9.76423372958923,15.263804904171,phase_fault_A
26.71,0.0009484,0.0055,0,0,0,0,-12.1468113707482,15.11951738684,phase_fault_A
26.71,0.0009484,0.006,0,0,0,0,-14.4727143204174,14.964060017582,phase_fault_A
26.71,0.0009484,0.0065,0,0,0,0,-21.6893297181671,14.7962253340787,phase_fault_A
26.71,0.0009484,0.007,0,0,0,0,-19.6577050583662,14.6144257900191,phase_fault_A
26.71,0.0009484,0.0075,0,0,0,0,-30.8379010150806,14.4254191338426,phase_fault_A
26.71,0.0009484,0.008,0,0,0,0,-28.1234038596274,14.2167952306558,phase_fault_A
26.71,0.0009484,0.0085,0,0,0,0,-36.4448652565397,14.0095025324922,phase_fault_A
26.71,0.0009484,0.009,0,0,0,0,-35.8092285411406,13.7810389471836,phase_fault_A
26.71,0.0009484,0.0095,0,0,0,0,-37.3500823680083,13.5589882644951,phase_fault_A
26.71,0.0009484,0.01,0,0,0,0,-42.1268151649621,13.3196442695498,phase_fault_A
26.71,0.0009484,0.0105,0,0,0,0,-35.0823976858163,13.0923746844307,phase_fault_A
26.71,0.0009484,0.011,0,0,0,0,-41.9365774666321,12.8524558658317,phase_fault_A
26.71,0.0009484,0.0115,0,0,0,0,-32.3944720195189,12.6328096238213,phase_fault_A
26.71,0.0009484,0.012,0,0,0,0,-38.1489703606835,12.406308104481,phase_fault_A
26.71,0.0009484,0.0125,0,0,0,0,-30.8601269124688,12.2045328458193,phase_fault_A
26.71,0.0009484,0.013,0,0,0,0,-30.4979064222753,12.0042804672651,phase_fault_A
26.71,0.0009484,0.0135,0,0,0,0,-29.3871071361164,11.830529736631,phase_fault_A
26.71,0.0009484,0.014,0,0,0,0,-20.3446491250588,11.6628979400195,phase_fault_A
26.71,0.0009484,0.0145,0,0,0,0,-24.8692183714709,11.5293536402722,phase_fault_A
26.71,0.0009484,0.015,0,0,0,0,-10.2229905029721,11.4002786344781,phase_fault_A
26.71,0.0009484,0.0155,0,0,0,0,-14.6904599921718,11.3126438536111,phase_fault_A
26.71,0.0009484,0.016,0,0,0,0,0.483664514938785,11.2279202339553,phase_fault_A
26.71,0.0009484,0.0165,0,0,0,0,0.826534653222882,11.1856551749556,phase_fault_A
26.71,0.0009484,0.017,0,0,0,0,9.86556512754317,11.1459610926434,phase_fault_A
26.71,0.0009484,0.0175,0,0,0,0,18.0354595246093,11.1479706400016,phase_fault_A
26.71,0.0009484,0.018,0,0,0,0,18.0708763797454,11.1487817594567,phase_fault_A
26.71,0.0009484,0.0185,0,0,0,0,32.0014506530598,11.1934223201235,phase_fault_A
26.71,0.0009484,0.019,0,0,0,0,25.550460876599,11.2330690163444,phase_fault_A
26.71,0.0009484,0.0195,0,0,0,0,39.6142404172652,11.3124896524455,phase_fault_A
26.71,0.0009484,0.02,31.7133357264561,35.3450031140866,37.4209058637161,474.954883055501,32.4856081131197,11.3911652531335,phase_fault_A
26.71,0.0009484,0.0205,32.0356912307589,35.1242238123032,37.3911706351672,474.956397728975,41.7062307099224,11.4956975731366,phase_fault_A
26.71,0.0009484,0.021,32.0034393387321,34.8661436554782,37.430804191654,474.95660883281,44.7976855435848,11.6048636153479,phase_fault_A
26.71,0.0009484,0.0215,31.620856264987,34.6283738464912,37.4323487383659,474.956762416952,42.4759915862955,11.7335181606305,phase_fault_A
26.71,0.0009484,0.022,30.9219249517178,34.4483659834885,37.3046070253117,474.956718941367,53.8178155563465,11.8636630774074,phase_fault_A
26.71,0.0009484,0.0225,29.9631766712147,34.3422050677662,36.975522369864,474.956403422256,46.31620397333,12.0153899609864,phase_fault_A
26.71,0.0009484,0.023,28.819024437961,34.3052522719661,36.3922947276307,474.955800532079,60.7396420357599,12.1627227133795,phase_fault_A
26.71,0.0009484,0.0235,27.5793429639163,34.3147662157747,35.5207166257031,474.954947236113,54.449534095062,12.3312913391162,phase_fault_A
26.71,0.0009484,0.024,26.3459228488458,34.3339865857582,34.343886373121,474.953922733729,62.0343241943551,12.4916337122602,phase_fault_A
26.71,0.0009484,0.0245,25.2274874640633,34.3170488540924,32.8620007660422,474.95283769794,64.0810192502658,12.6726320696973,phase_fault_A
26.71,0.0009484,0.025,24.3296781502005,34.214038204235,31.0920926177971,474.951820971339,61.901153985959,12.8405168097056,phase_fault_A
26.71,0.0009484,0.0255,23.7405682591497,33.9758374428483,29.069851759043,474.951005698339,70.6683766429733,13.0316529961042,phase_fault_A
26.71,0.0009484,0.026,23.5132031153019,33.5581405350252,26.8516939306077,474.950515365327,61.6498553222509,13.2082168642879,phase_fault_A
26.71,0.0009484,0.0265,23.6526537401493,32.925332450994,24.5198450931327,474.950449430981,71.5535055145137,13.4023459272182,phase_fault_A
26.71,0.0009484,0.027,24.1143772640996,32.0533745767779,22.1887117739883,474.95087164508,64.3943828466938,13.5891852725564,phase_fault_A
26.71,0.0009484,0.0275,24.815625763426,30.9328912234914,20.0130084074715,474.951800444873,68.1457107685379,13.7805494355585,phase_fault_A
26.71,0.0009484,0.028,25.6540477639556,29.5718781013598,18.1910918306083,474.953202823211,69.724788911651,13.9688107334941,phase_fault_A
26.71,0.0009484,0.0285,26.5256948340179,27.9986471060841,16.9474403159973,474.954994002473,64.7203567109922,14.1608734665686,phase_fault_A
26.71,0.0009484,0.029,27.3381116597676,26.2650670981547,16.4717154268031,474.957041783203,72.1808497256043,14.3446735961594,phase_fault_A
26.71,0.0009484,0.0295,28.0176731776976,24.450185228599,16.8271247071521,474.959176496055,64.6864932520146,14.535420492141,phase_fault_A
26.71,0.0009484,0.03,28.5132846029865,22.6632507932439,17.9080075774458,474.961205773747,72.227542877234,14.71229976127,phase_fault_A
26.71,0.0009484,0.0305,28.7974324456705,21.0442181452879,19.4982718883257,474.962932265807,67.6268060292861,14.8956013262343,phase_fault_A
26.71,0.0009484,0.031,28.8660372775259,19.755179608198,21.3656448139486,474.964173293499,67.3079082596745,15.0605451653802,phase_fault_A
26.71,0.0009484,0.0315,28.7372566888137,18.9548955314722,23.316900439246,474.964779408508,69.7066281031984,15.2327181537681,phase_fault_A
26.71,0.0009484,0.032,28.4491046524618,18.7537542090973,25.2107907774901,474.964649655033,62.6236779515252,15.3823466141971,phase_fault_A
26.71,0.0009484,0.0325,28.0558992849993,19.1696625051233,26.9525249930219,474.963742028984,67.0285763978989,15.5382372848015,phase_fault_A
26.71,0.0009484,0.033,27.6226524613832,20.119708520196,28.4846864567622,474.962077132301,58.0794817952646,15.6726665740628,phase_fault_A
26.71,0.0009484,0.0335,27.2176860677402,21.4563248647635,29.7796569288633,474.959734746518,59.1035473461746,15.8054856275695,phase_fault_A
26.71,0.0009484,0.034,26.9034945764173,23.0173810284592,30.8332037712627,474.956843799305,56.0198065852678,15.9202904844719,phase_fault_A
26.71,0.0009484,0.0345,26.7273650743083,24.6605445709559,31.6589665788673,474.953566699303,49.416737158579,16.0292602266536,phase_fault_A
26.71,0.0009484,0.035,26.7139508760355,26.2770550342646,32.2833090410981,474.95008063654,52.0514721743545,16.11764394012,phase_fault_A
26.71,0.0009484,0.0355,26.862216922988,27.7923085254644,32.739540736192,474.946558576635,42.3995834572467,16.204229735739,phase_fault_A
26.71,0.0009484,0.036,27.147911877199,29.1621808733507,33.0627563058148,474.943151306622,46.0192318976353,16.265232912327,phase_fault_A
26.71,0.0009484,0.0365,27.5307211576773,30.3668029163914,33.2843456326473,474.939974959917,39.5221043373505,16.3264840522552,phase_fault_A
26.71,0.0009484,0.037,27.9638075325981,31.4051466116997,33.4280017384549,474.9371035251,37.935213977485,16.3601787185162,phase_fault_A
26.71,0.0009484,0.0375,28.4028688302057,32.2886327271844,33.5068755941451,474.934569162085,38.1635478510749,16.3953051883052,phase_fault_A
26.71,0.0009484,0.038,28.8132060727895,33.0357140885697,33.5230199573882,474.932368085316,30.293911212662,16.4017249871863,phase_fault_A
26.71,0.0009484,0.0385,29.1736403163211,33.6659778867639,33.4687258025766,474.93047187198,34.1838512852795,16.4125485346231,phase_fault_A
26.71,0.0009484,0.039,29.4778406955972,34.1958155454113,33.3296576592448,474.928841746062,24.1762544041527,16.3963498679288,phase_fault_A
26.71,0.0009484,0.0395,29.7327513707873,34.6345139170182,33.0890985453178,474.927444006258,25.8233900428817,16.382825227371,phase_fault_A
26.71,0.0009484,0.04,29.9554492028116,34.9826428696212,32.7324022952694,474.926262549503,20.6772594158105,16.3485563821888,phase_fault_A
26.71,0.0009484,0.0405,30.1681187213989,35.2317276602006,32.2512149001865,474.925308569248,15.5595377947066,16.3136250933403,phase_fault_A
26.71,0.0009484,0.041,30.3926789390524,35.3658299942833,31.6467379260523,474.924623718583,18.2708095318098,16.2604952305944,phase_fault_A
26.71,0.0009484,0.0415,30.6453238272058,35.364249205176,30.9318435668004,474.92427770944,8.21509898073803,16.212739996742,phase_fault_A
26.71,0.0009484,0.042,30.932352773692,35.2049464319181,30.131797575487,474.924359934592,14.7781311349175,16.1440343950494,phase_fault_A
26.71,0.0009484,0.0425,31.2477188900667,34.868086965263,29.2835080933395,474.924966557809,6.86597849966348,16.0870869857065,phase_fault_A
26.71,0.0009484,0.043,31.5731202686512,34.3392334982662,28.4330215864093,474.926185120801,10.9859469007708,16.0088315288418,phase_fault_A
26.71,0.0009484,0.0435,31.8798374440106,33.61204025259,27.6313585732086,474.928078467754,10.230583841505,15.944213103844,phase_fault_A
26.71,0.0009484,0.044,32.132454296177,32.6899909601333,26.9286309739907,474.930671688211,7.24282436770497,15.859590135432,phase_fault_A
26.71,0.0009484,0.0445,32.2928548647059,31.5876621530178,26.3669759566011,474.933941489628,13.7912852661497,15.7919545072456,phase_fault_A
26.71,0.0009484,0.045,32.3244577541477,30.3308744272227,25.9738002860719,474.937813019257,5.83415756208906,15.705014359985,phase_fault_A
26.71,0.0009484,0.0455,32.1956144565457,28.9565297083816,25.7564260397859,474.942161160082,13.5170000036514,15.6372347518156,phase_fault_A
26.71,0.0009484,0.046,31.8822529387678,27.5113993569701,25.7007423584684,474.946820151452,6.28809987085551,15.5545362276028,phase_fault_A
26.71,0.0009484,0.0465,31.3696245400728,26.0502970315941,25.7732629653613,474.95159628869,9.1233200236824,15.4868588213591,phase_fault_A
26.71,0.0009484,0.047,30.6531427257602,24.6331915324769,25.9269614828539,474.95628545436,9.64373071799084,15.4102729025033,phase_fault_A
26.71,0.0009484,0.0475,29.7386053389158,23.3208978522664,26.1082404931254,474.960692048857,4.30683005904567,15.347112103172,phase_fault_A
26.71,0.0009484,0.048,28.6418153612091,22.1692970010719,26.2636890676541,474.964646911087,12.1710960984436,15.2744328548139,phase_fault_A
26.71,0.0009484,0.0485,27.3878698514448,21.2224192800901,26.3453419767498,474.968021771723,3.6665992178865,15.2216175724221,phase_fault_A
26.71,0.0009484,0.049,26.0099231802765,20.5053139822935,26.314099017081,474.970741119958,13.5900055097117,15.1553504230575,phase_fault_A
26.71,0.0009484,0.0495,24.5480854371946,20.0193801792972,26.1414662347839,474.972785832662,8.81065880310049,15.1120356164693,phase_fault_A
26.71,0.0009484,0.05,23.0475392045552,19.7418559144456,25.8100410133763,474.974192409945,13.9424922146307,15.0546077879822,phase_fault_A
26.71,0.0009484,0.0505,21.5569434791837,19.6304135072624,25.3131833390295,474.97504564895,16.9644466077472,15.0198875776338,phase_fault_A
26.71,0.0009484,0.051,20.1258195844607,19.6313102457057,24.6540003331832,474.975467032581,13.9643419949597,14.9703075883015,phase_fault_A
26.71,0.0009484,0.0515,18.8018125382407,19.6881319954924,23.8442271804931,474.975599575677,23.1372741513035,14.9459261940407,phase_fault_A
26.71,0.0009484,0.052,17.6268048940985,19.7490240347915,22.9026206378416,474.975592370732,15.3278163497105,14.9059109740878,phase_fault_A
26.71,0.0009484,0.0525,16.6327410095721,19.771109370308,21.8536150215059,474.975585121384,23.9963246449794,14.8900861198318,phase_fault_A
26.71,0.0009484,0.053,15.8374187420126,19.7224860608604,20.7256131391657,474.975695686094,17.952432810065,14.8630661179894,phase_fault_A
26.71,0.0009484,0.0535,15.2417915866281,19.5823572754638,19.5495631408548,474.976011150902,20.4770918937357,14.8529495854493,phase_fault_A
26.71,0.0009484,0.054,14.8300469537104,19.3400602355954,18.3574264695378,474.976583702985,23.0812227313154,14.8359951466401,phase_fault_A
26.71,0.0009484,0.0545,14.5730053915585,18.9935272443882,17.180843438352,474.977430673863,17.0653011771429,14.8347114858354,phase_fault_A
26.71,0.0009484,0.055,14.4338651943829,18.547472551263,16.0497846992078,474.978538660684,26.3427138550972,14.8237165203032,phase_fault_A
26.71,0.0009484,0.0555,14.3744042503502,18.0116534826297,14.9915976296882,474.979869706315,18.13948386568,14.8334548295481,phase_fault_A
26.71,0.0009484,0.056,14.3599117494118,17.3990295151801,14.0298928275185,474.981370435786,28.1301390952891,14.8292082644234,phase_fault_A
26.71,0.0009484,0.0565,14.3619667664853,16.7244555024786,13.1840355059228,474.982979816396,24.3527173065424,14.8466590397512,phase_fault_A
26.71,0.0009484,0.057,14.3592414625396,16.0032974681535,12.4684563061524,474.984636138644,27.789982857109,14.8487958107462,phase_fault_A
26.71,0.0009484,0.0575,14.3368797552418,15.2508930262215,11.8924549488798,474.986281896838,32.1063389581465,14.8724106696605,phase_fault_A
26.71,0.0009484,0.058,14.2850776988591,14.4820535420399,11.4598849165196,474.987866632708,27.3225097654522,14.87857633555,phase_fault_A
26.71,0.0009484,0.0585,14.1975551415221,13.7115576811972,11.1691169930289,474.989348123546,36.4374106537954,14.9085031131107,phase_fault_A
26.71,0.0009484,0.059,14.0700677399226,12.9546387172293,11.0129820306958,474.990690616608,27.6796829789725,14.9207246171621,phase_fault_A
26.71,0.0009484,0.0595,13.899566446437,12.2282818620675,10.9789840341106,474.99186346495,34.966185012497,14.953131866653,phase_fault_A
26.71,0.0009484,0.06,13.6837022253253,11.5521412576604,11.0497612968654,474.992838857519,29.608505350446,14.9735434410235,phase_fault_A
26.71,0.0009484,0.0605,13.4211207984279,10.949284013106,11.2039239995886,474.993590726482,29.8565544451721,15.0058853345432,phase_fault_A
26.71,0.0009484,0.061,13.1121212148547,10.4456376885128,11.4172266242873,474.994094859257,33.7992978670467,15.0291081884002,phase_fault_A
26.71,0.0009484,0.0615,12.7597729412305,10.0676587562456,11.6639989437349,474.994330279329,26.1148544951544,15.0656770861337,phase_fault_A
26.71,0.0009484,0.062,12.3711021096142,9.8378323152013,11.9186874148032,474.994281840678,35.4858762410862,15.0888275760885,phase_fault_A
26.71,0.0009484,0.0625,11.9583402339009,9.76897073957482,12.1574148041789,474.993943410462,27.4460079024698,15.1296981969513,phase_fault_A
26.71,0.0009484,0.063,11.5395867534862,9.85941492464935,12.3594068684664,474.993321006765,35.6146099551254,15.1536737067711,phase_fault_A
26.71,0.0009484,0.0635,11.1389908702788,10.0917165115516,12.5083265876705,474.992435184796,33.1857670225128,15.1953844079512,phase_fault_A
26.71,0.0009484,0.064,10.785454115875,10.4355453745661,12.593286366661,474.99132184764,33.3007376954778,15.2186803804049,phase_fault_A
26.71,0.0009484,0.0645,10.509913210789,10.8532730663399,12.6097427306519,474.990031427526,38.9003530103084,15.2608027285235,phase_fault_A
26.71,0.0009484,0.065,10.3406663711381,11.3058711216442,12.559862061713,474.988626007311,31.7259294746541,15.2823030704749,phase_fault_A
26.71,0.0009484,0.0655,10.2977951070356,11.7574638850832,12.4527307534656,474.987174615908,40.0263622022119,15.3239258580957,phase_fault_A
26.71,0.0009484,0.066,10.3882356970999,12.1781006644113,12.3037658541769,474.985747728412,31.0268326862281,15.3468551939036,phase_fault_A
26.71,0.0009484,0.0665,10.6037411052577,12.5452666267236,12.133746045981,474.98441087663,35.6066104477194,15.3838920124635,phase_fault_A
26.71,0.0009484,0.067,10.9226470555051,12.8442961286256,11.9668751244414,474.983218938783,33.0647607340332,15.4083394972322,phase_fault_A
26.71,0.0009484,0.0675,11.3145971177013,13.0683473211214,11.8281651076083,474.982211824861,29.1497125646172,15.440959659967,phase_fault_A
26.71,0.0009484,0.068,11.7461344724527,13.2178717192743,11.7401669718974,474.981410461685,34.8560064030563,15.4611949120991,phase_fault_A
26.71,0.0009484,0.0685,12.1854296565224,13.2997285891206,11.7196392589432,474.980817651534,25.7509931821423,15.4940400423968,phase_fault_A
26.71,0.0009484,0.069,12.6055388288177,13.3259865531968,11.7749236295537,474.980418100689,34.6721782735484,15.5096171609915,phase_fault_A
26.71,0.0009484,0.0695,12.9859856652641,13.3123366940193,11.9048457595768,474.980182390698,27.8021392807655,15.5409739123528,phase_fault_A
