Tn,k,time,Ia,Ib,Ic,Vbc,Torque,Speed,Category
26.71,0.0009484,0,0,0,0,0,0,16.4493406684823,A-B
26.71,0.0009484,0.0005,0,0,0,0,-0.0093869385039334,16.3314076313898,A-B
26.71,0.0009484,0.001,0,0,0,0,0.218157056687503,16.2155073297907,A-B
26.71,0.0009484,0.0015,0,0,0,0,-0.0489961331552808,16.101499048976,A-B
26.71,0.0009484,0.002,0,0,0,0,-0.0712116924075532,15.9883873899918,A-B
26.71,0.0009484,0.0025,0,0,0,0,-0.276051889008807,15.8766930397225,A-B
26.71,0.0009484,0.003,0,0,0,0,-2.12043146447376,15.7624277097752,A-B
26.71,0.0009484,0.0035,0,0,0,0,-1.47387145111655,15.6474090040566,A-B
26.71,0.0009484,0.004,0,0,0,0,-5.51148986097218,15.525395445648,A-B
26.71,0.0009484,0.0045,0,0,0,0,-5.10372349393853,15.3997662366779,A-B
26.71,0.0009484,0.005,0,0,0,0,-9.76184004675268,15.263840034092,A-B
26.71,0.0009484,0.0055,0,0,0,0,-12.1443371562867,15.1195617815167,A-B
26.71,0.0009484,0.006,0,0,0,0,-14.4704954886203,14.9641132702594,A-B
26.71,0.0009484,0.0065,0,0,0,0,-21.6877370189325,14.7962856054342,A-B
26.71,0.0009484,0.007,0,0,0,0,-19.6570254048646,14.6144899019759,A-B
26.71,0.0009484,0.0075,0,0,0,0,-30.8389267897266,14.4254819657632,A-B
26.71,0.0009484,0.008,0,0,0,0,-28.1262146506417,14.2168497979339,A-B
26.71,0.0009484,0.0085,0,0,0,0,-36.4502767301915,14.009540532249,A-B
26.71,0.0009484,0.009,0,0,0,0,-35.8172999778879,13.7810498524003,A-B
26.71,0.0009484,0.0095,0,0,0,0,-37.3610827209109,13.5589614938559,A-B
26.71,0.0009484,0.01,0,0,0,0,-42.1410965193504,13.3195675726729,A-B
26.71,0.0009484,0.0105,0,0,0,0,-35.0991469666939,13.092237354042,A-B
26.71,0.0009484,0.011,0,0,0,0,-41.9564339782314,12.852246432311,A-B
26.71,0.0009484,0.0115,0,0,0,0,-32.4158597258957,12.6325203167803,A-B
26.71,0.0009484,0.012,0,0,0,0,-38.172631904545,12.4059306971554,A-B
26.71,0.0009484,0.0125,0,0,0,0,-30.883904819935,12.2040651225391,A-B
26.71,0.0009484,0.013,0,0,0,0,-30.5226943092585,12.0037195658182,A-B
26.71,0.0009484,0.0135,0,0,0,0,-29.4103980291621,11.8298798678816,A-B
26.71,0.0009484,0.014,0,0,0,0,-20.3670121318572,11.6621630286061,A-B
26.71,0.0009484,0.0145,0,0,0,0,-24.8892124453931,11.5285431020079,A-B
26.71,0.0009484,0.015,0,0,0,0,-10.239771106541,11.399402524874,A-B
26.71,0.0009484,0.0155,0,0,0,0,-14.7049907705603,11.311715574148,A-B
26.71,0.0009484,0.016,0,0,0,0,0.474338755606747,11.226953142436,A-B
26.71,0.0009484,0.0165,0,0,0,0,0.818689741591468,11.1846643773142,A-B
26.71,0.0009484,0.017,0,0,0,0,9.86355381102173,11.1449602421679,A-B
26.71,0.0009484,0.0175,0,0,0,0,18.0344625943317,11.1469731800892,A-B
26.71,0.0009484,0.018,0,0,0,0,18.0738790411466,11.1477986850396,A-B
26.71,0.0009484,0.0185,0,0,0,0,32.0063661389395,11.1924642845289,A-B
26.71,0.0009484,0.019,0,0,0,0,25.5563893448227,11.2321423222388,A-B
26.71,0.0009484,0.0195,0,0,0,0,39.6231783780668,11.3116013277755,A-B
26.71,0.0009484,0.02,31.7157414649639,35.3476383552801,37.4167979793966,474.987300902043,32.4920514109021,11.3903184860884,A-B
26.71,0.0009484,0.0205,32.0382972087206,35.1264917255639,37.3870081527487,474.987247263381,41.7168636612692,11.4948933502166,A-B
26.71,0.0009484,0.021,32.0062249646427,34.8680522529237,37.4267177934265,474.98735512664,44.8058238748734,11.6041052680961,A-B
26.71,0.0009484,0.0215,31.6237990112348,34.6299529066027,37.4284525638539,474.98745541367,42.4864199250971,11.7328016342283,A-B
26.71,0.0009484,0.022,30.9250013971629,34.4496690373561,37.3009964030395,474.987422616401,53.8270372134834,11.862992541159,A-B
26.71,0.0009484,0.0225,29.966363968989,34.3433101000912,36.9722739545163,474.987175594475,46.3257789407199,12.0147614876234,A-B
26.71,0.0009484,0.023,28.8223023869359,34.3062581500739,36.3894674166516,474.986676154255,60.7503767095849,12.1621410350874,A-B
26.71,0.0009484,0.0235,27.5826964794268,34.3157856262409,35.5183527018322,474.98592578931,54.4590998601261,12.3307549805653,A-B
26.71,0.0009484,0.024,26.3493445071624,34.3351373167976,34.3420126951115,474.984960114437,62.046752438905,12.4911490363374,A-B
26.71,0.0009484,0.0245,25.2309800215911,34.3184447857452,32.8606299182219,474.983842895098,64.0923074477484,12.6721993095059,A-B
26.71,0.0009484,0.025,24.3332561851639,34.2157816355117,31.0912243804251,474.982657622627,61.9156760938679,12.8401439282879,A-B
26.71,0.0009484,0.0255,23.7442585878357,33.9780132347171,29.0694747920554,474.981498682693,70.6828073902188,13.0313413651485,A-B
26.71,0.0009484,0.026,23.5170433923449,33.5608123947358,26.8517880082101,474.980461707689,61.6665876440061,13.2079739633294,A-B
26.71,0.0009484,0.0265,23.6566891364477,32.9285411530056,24.5203835592175,474.979633490326,71.5710708069433,13.4021726336217,A-B
26.71,0.0009484,0.027,24.1186556867438,32.0571379255557,22.1896636467746,474.979083062237,64.4122564334785,13.589086391957,A-B
26.71,0.0009484,0.0275,24.8201925627937,30.9372053625738,20.0143387764176,474.978853044261,68.1646244867552,13.7805225960397,A-B
26.71,0.0009484,0.028,25.6589409157737,29.5767199262591,18.1927578869858,474.978954431972,69.7419582940264,13.9688565130983,A-B
26.71,0.0009484,0.0285,26.5309417187637,28.0039771767916,16.9493839702533,474.979363396784,64.7376800698804,14.1609846795118,A-B
26.71,0.0009484,0.029,27.3437277993988,26.2708323916855,16.4738630101605,474.980021806664,72.1948152708868,14.3448456802807,A-B
26.71,0.0009484,0.0295,28.0236625737303,24.4563203786761,16.8294093149979,474.980841627342,64.6993156430114,14.5356421197485,A-B
26.71,0.0009484,0.03,28.5196414540736,22.6696765677449,17.9104011329455,474.981712708588,72.2362199486546,14.7125618531868,A-B
26.71,0.0009484,0.0305,28.8041435202618,21.0508360243009,19.5007933446374,474.982513298886,67.6333108963466,14.8958903008701,A-B
26.71,0.0009484,0.031,28.8730843998132,19.7618660291866,21.3683425827552,474.983122540709,67.3109931565013,15.0608500722081,A-B
