Tn,k,time,Ia,Ib,Ic,Vbc,Torque,Speed,Category
26.71,0.0009484,0,0,0,0,0,0,16.4493406684823,A-GROUND
26.71,0.0009484,0.0005,0,0,0,0,-0.00938693855354563,16.3314076313897,A-GROUND
26.71,0.0009484,0.001,0,0,0,0,0.218157057805668,16.21550732979,A-GROUND
26.71,0.0009484,0.0015,0,0,0,0,-0.0489961336556803,16.1014990489782,A-GROUND
26.71,0.0009484,0.002,0,0,0,0,-0.071211693910713,15.988387389991,A-GROUND
26.71,0.0009484,0.0025,0,0,0,0,-0.276051894740738,15.8766930397106,A-GROUND
26.71,0.0009484,0.003,0,0,0,0,-2.1204314820592,15.7624277097195,A-GROUND
26.71,0.0009484,0.0035,0,0,0,0,-1.47387147141088,15.6474090039289,A-GROUND
26.71,0.0009484,0.004,0,0,0,0,-5.51148990679622,15.5253954453837,A-GROUND
26.71,0.0009484,0.0045,0,0,0,0,-5.10372354181209,15.3997662362322,A-GROUND
26.71,0.0009484,0.005,0,0,0,0,-9.76184011265106,15.2638400334102,A-GROUND
26.71,0.0009484,0.0055,0,0,0,0,-12.144337224674,15.1195617805789,A-GROUND
26.71,0.0009484,0.006,0,0,0,0,-14.4704955684747,14.9641132690222,A-GROUND
26.71,0.0009484,0.0065,0,0,0,0,-21.6877371051756,14.7962856038914,A-GROUND
26.71,0.0009484,0.007,0,0,0,0,-19.6570253856309,14.6144899008309,A-GROUND
26.71,0.0009484,0.0075,0,0,0,0,-30.8389267986915,14.4254819646654,A-GROUND
26.71,0.0009484,0.008,0,0,0,0,-28.1262146655871,14.2168497967947,A-GROUND
26.71,0.0009484,0.0085,0,0,0,0,-36.450276781977,14.0095405310265,A-GROUND
26.71,0.0009484,0.009,0,0,0,0,-35.8173000247197,13.781049850999,A-GROUND
26.71,0.0009484,0.0095,0,0,0,0,-37.3610827888563,13.5589614922706,A-GROUND
26.71,0.0009484,0.01,0,0,0,0,-42.1410965877455,13.3195675708295,A-GROUND
26.71,0.0009484,0.0105,0,0,0,0,-35.0991470278016,13.0922373519699,A-GROUND
26.71,0.0009484,0.011,0,0,0,0,-41.9564340518577,12.8522464299601,A-GROUND
26.71,0.0009484,0.0115,0,0,0,0,-32.4158597715095,12.6325203142209,A-GROUND
26.71,0.0009484,0.012,0,0,0,0,-38.1726319696692,12.405930694346,A-GROUND
26.71,0.0009484,0.0125,0,0,0,0,-30.8839048510151,12.2040651195807,A-GROUND
26.71,0.0009484,0.013,0,0,0,0,-30.5226943564321,12.0037195626951,A-GROUND
26.71,0.0009484,0.0135,0,0,0,0,-29.4103980511275,11.8298798646865,A-GROUND
26.71,0.0009484,0.014,0,0,0,0,-20.3670121434949,11.6621630253571,A-GROUND
26.71,0.0009484,0.0145,0,0,0,0,-24.8892124585741,11.5285430987861,A-GROUND
