Tn,k,time,Ia,Ib,Ic,Vbc,Torque,Speed,Category
26.71,0.0009484,0,0,0,0,0,0,16.4493406684823,phase_fault_B
26.71,0.0009484,0.0005,0,0,0,0,-0.00938671117189051,16.3314076315537,phase_fault_B
26.71,0.0009484,0.001,0,0,0,0,0.218157231570188,16.2155073296643,phase_fault_B
26.71,0.0009484,0.0015,0,0,0,0,-0.0489660186896652,16.101499088731,phase_fault_B
26.71,0.0009484,0.002,0,0,0,0,-0.0711366701065275,15.9883876217937,phase_fault_B
26.71,0.0009484,0.0025,0,0,0,0,-0.275853607049894,15.8766937583552,phase_fault_B
26.71,0.0009484,0.003,0,0,0,0,-2.1200713769819,15.7624294981449,phase_fault_B
26.71,0.0009484,0.0035,0,0,0,0,-1.4733249146731,15.6474125400236,phase_fault_B
26.71,0.0009484,0.004,0,0,0,0,-5.51067785023961,15.5254016859412,phase_fault_B
26.71,0.0009484,0.0045,0,0,0,0,-5.10281714123702,15.3997758447992,phase_fault_B
26.71,0.0009484,0.005,0,0,0,0,-9.76071317271634,15.263853828299,phase_fault_B
26.71,0.0009484,0.0055,0,0,0,0,-12.1433977773059,15.1195795470241,phase_fault_B
26.71,0.0009484,0.006,0,0,0,0,-14.4695764151647,14.9641349077699,phase_fault_B
26.71,0.0009484,0.0065,0,0,0,0,-21.6874126192343,14.7963093189597,phase_fault_B
26.71,0.0009484,0.007,0,0,0,0,-19.6571528701559,14.6145139877904,phase_fault_B
26.71,0.0009484,0.0075,0,0,0,0,-30.8399580241742,14.4255031317629,phase_fault_B
26.71,0.0009484,0.008,0,0,0,0,-28.1282206902581,14.2168648315556,phase_fault_B
26.71,0.0009484,0.0085,0,0,0,0,-36.4531474741116,14.009545283841,phase_fault_B
26.71,0.0009484,0.009,0,0,0,0,-35.8213785280082,13.781040783183,phase_fault_B
26.71,0.0009484,0.0095,0,0,0,0,-37.365686061378,13.5589348825259,phase_fault_B
26.71,0.0009484,0.01,0,0,0,0,-42.1466148685889,13.3195212207448,phase_fault_B
26.71,0.0009484,0.0105,0,0,0,0,-35.1045998818342,13.0921696382403,phase_fault_B
26.71,0.0009484,0.011,0,0,0,0,-41.9617928213977,12.8521579649897,phase_fault_B
26.71,0.0009484,0.0115,0,0,0,0,-32.4205956459796,12.6324126661191,phase_fault_B
26.71,0.0009484,0.012,0,0,0,0,-38.1761325791614,12.4058079806582,phase_fault_B
26.71,0.0009484,0.0125,0,0,0,0,-30.886110747989,12.2039322252205,phase_fault_B
26.71,0.0009484,0.013,0,0,0,0,-30.5228324703283,12.0035835632169,phase_fault_B
